topic,n,mean_procedural_score,mean_cluster_score,mean_abs_disagreement,cluster_high_share,procedural_high_share,mean_word_count
unemployment insurance for seasonal workers,4,0.1875,0.0,0.1875,0.0,0.0,217.0
RCMP investigation of allegations,4,0.0625,0.5,0.4375,0.0,0.0,124.0
unemployment rate and job creation,4,0.1875,0.0,0.1875,0.0,0.0,115.75
unemployment rate forecast,4,0.125,0.125,0.125,0.0,0.0,90.0
Auditor General's report on government spending,4,0.25,0.0625,0.1875,0.0,0.0,706.75
unification of armed forces,4,0.1875,0.4375,0.25,0.25,0.0,280.25
violence against women,4,0.0,0.3125,0.3125,0.25,0.0,214.5
postal workers strike negotiations,4,0.25,0.1875,0.3125,0.25,0.0,102.0
Export Development Corporation accountability,4,0.2125,0.0,0.2125,0.0,0.0,687.25
Young Offenders Act reform,4,0.1875,0.25,0.3125,0.0,0.0,574.25
goods and services tax petition,4,0.25,0.0,0.25,0.0,0.0,95.5
Export Development Corporation amendments,4,0.1875,0.4375,0.375,0.5,0.0,902.5
Freshwater Fish Marketing Corporation,4,0.0875,0.25,0.2125,0.0,0.0,551.75
Temporary Wheat Reserves Act payments,4,0.0625,0.25,0.1875,0.25,0.0,76.25
free trade agreement,4,0.1875,0.0,0.1875,0.0,0.0,102.0
amendments to income tax act,4,0.125,0.75,0.625,0.75,0.0,847.5
concurrence in committee report,4,0.625,0.8125,0.1875,1.0,0.5,129.5
Canada-U.S. free trade agreement,4,0.125,0.0,0.125,0.0,0.0,155.0
conflict of interest allegations,4,0.4375,0.3125,0.5,0.25,0.25,129.0
Farm Improvement Loans Act amendments,4,0.0875,0.0,0.0875,0.0,0.0,672.0
federal transfers to provinces,4,0.1875,0.1875,0.25,0.25,0.0,394.25
Export Development Corporation financing,4,0.1875,0.125,0.1875,0.0,0.0,508.25
Court Challenges Program funding,4,0.1875,0.0,0.1875,0.0,0.0,184.75
federal-provincial conference agenda,4,0.1875,0.375,0.3125,0.5,0.0,120.0
funding for medical research,4,0.125,0.125,0.25,0.0,0.0,198.0
deferral of division,4,1.0,1.0,0.0,1.0,1.0,62.0
federal-provincial equalization payments,4,0.125,0.0,0.125,0.0,0.0,303.75
Official Languages Act amendments,4,0.1875,0.625,0.5625,0.5,0.0,190.5
Federal Business Development Bank Act,4,0.2125,0.375,0.2125,0.25,0.25,517.25
Public Service Superannuation Act amendments,4,0.0875,0.0,0.0875,0.0,0.0,575.75
classified positions by department,4,0.0,0.5,0.5,0.0,0.0,97.25
free trade agreement dispute settlement,4,0.1875,0.0625,0.125,0.0,0.0,161.5
criticism of government policy,4,0.5,0.5,0.25,0.5,0.25,140.75
free trade agreement job creation,4,0.25,0.0,0.25,0.0,0.0,140.25
free trade agreement negotiations,4,0.1875,0.0,0.1875,0.0,0.0,137.5
government economic policy and job creation,4,0.1875,0.125,0.1875,0.0,0.0,669.5
debate on amendment,4,0.75,1.0,0.25,1.0,1.0,64.0
Leader of the Opposition's allegations,4,0.75,0.75,0.0,1.0,1.0,109.0
amendments to the Criminal Code,4,0.25,0.5625,0.4375,0.5,0.0,105.5
federal-provincial relations and national unity,4,0.275,0.0,0.275,0.0,0.0,470.75
election of Speaker,4,0.5625,0.6875,0.25,0.75,0.5,192.0
business of the House,4,0.75,0.875,0.125,1.0,1.0,81.0
decorum in debate,4,0.75,0.875,0.25,0.75,1.0,95.75
government spending and inflation,4,0.125,0.125,0.25,0.0,0.0,232.25
government spending and national debt,4,0.25,0.0,0.25,0.0,0.0,982.25
government spending and taxation,4,0.25,0.375,0.25,0.0,0.0,99.75
committee membership,4,0.625,0.6875,0.0625,0.75,0.5,74.0
imputing motives,4,0.875,0.75,0.25,0.5,1.0,65.75
income tax act amendments,4,0.25,0.25,0.375,0.25,0.0,508.0
interest rate policy,4,0.25,0.25,0.25,0.25,0.0,88.25
interim supply and supplementary estimates,4,0.625,0.75,0.25,0.5,0.75,114.25
interpretation of standing orders,4,0.875,1.0,0.125,1.0,1.0,116.5
loans to students,4,0.125,0.875,0.75,0.75,0.0,133.25
municipal grants in lieu of taxes,4,0.125,0.3125,0.1875,0.25,0.0,112.5
national unity,4,0.25,0.6875,0.4375,0.75,0.0,73.5
old age pensions and taxation,4,0.25,0.1875,0.3125,0.25,0.0,199.0
old age security pension indexing,4,0.1875,0.0,0.1875,0.0,0.0,351.0
order,4,1.0,1.0,0.0,1.0,1.0,58.25
order and decorum in the house,4,0.9375,0.9375,0.125,1.0,1.0,96.5
order in council appointments,4,0.75,1.0,0.25,1.0,1.0,55.0
order of business and adjournment,4,0.75,0.8125,0.0625,1.0,1.0,211.0
federal-provincial taxation powers,3,0.19999999999999998,0.0,0.19999999999999998,0.0,0.0,636.0
Canada-US fishing boundary dispute,3,0.16666666666666666,0.4166666666666667,0.25,0.0,0.0,161.66666666666666
amendments to Canada Shipping Act,3,0.08333333333333333,1.0,0.9166666666666666,1.0,0.0,523.3333333333334
Atlantic Canada Opportunities Agency programs,3,0.15,0.0,0.15,0.0,0.0,744.3333333333334
address in reply to speech from the throne,3,0.25,0.25,0.3333333333333333,0.3333333333333333,0.0,988.6666666666666
farm improvement loans interest rates,3,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,674.0
agricultural income stabilization programs,3,0.0,0.0,0.0,0.0,0.0,279.6666666666667
budget and cost of living,3,0.25,0.25,0.3333333333333333,0.3333333333333333,0.0,584.6666666666666
Canadian Institute for International Peace and Security,3,0.08333333333333333,0.16666666666666666,0.25,0.0,0.0,985.6666666666666
Medical Research Council funding,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,267.0
Canada-US free trade agreement debate,3,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,1425.0
St. Lawrence Seaway tolls,3,0.08333333333333333,0.5,0.4166666666666667,0.0,0.0,80.66666666666667
executive compensation in public service,3,0.25,0.25,0.3333333333333333,0.3333333333333333,0.0,91.33333333333333
amendments to Canadian Human Rights Act,3,0.08333333333333333,0.5833333333333334,0.5,0.3333333333333333,0.0,137.66666666666666
amendments to the Unemployment Insurance Act,3,0.25,0.0,0.25,0.0,0.0,722.3333333333334
congratulations to the Speaker,3,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,97.0
capital gains tax on farm land,3,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,1171.3333333333333
Export Development Act amendments,3,0.11666666666666665,0.0,0.11666666666666665,0.0,0.0,885.6666666666666
Meech Lake Accord and Senate reform,3,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.0,589.0
Indian land claims in British Columbia,3,0.0,0.25,0.25,0.0,0.0,113.66666666666667
farm income stabilization programs,3,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,423.3333333333333
Meech Lake Accord and constitutional reform,3,0.16666666666666666,0.5,0.5,0.6666666666666666,0.0,165.0
abolition of the death penalty,3,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.0,1172.6666666666667
department of agriculture for eastern Canada,3,0.25,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,179.33333333333334
Meech Lake Accord and national unity,3,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,191.0
War Measures Act invocation,3,0.25,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,145.66666666666666
budget deficit and job creation,3,0.25,0.3333333333333333,0.25,0.0,0.0,184.33333333333334
Canadian Museum of Oceanography,3,0.08333333333333333,0.16666666666666666,0.25,0.0,0.0,542.3333333333334
farm income support,3,0.08333333333333333,0.3333333333333333,0.25,0.0,0.0,62.666666666666664
clarification of Speaker's ruling,3,0.75,0.8333333333333334,0.25,0.6666666666666666,1.0,100.33333333333333
farm income support programs,3,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,411.6666666666667
Speaker's ruling on procedure,3,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,60.0
amendments to National Housing Act,3,0.08333333333333333,0.5,0.4166666666666667,0.3333333333333333,0.0,241.33333333333334
adjournment and private members' business,3,1.0,1.0,0.0,1.0,1.0,116.0
Canada's role in NATO and NORAD,3,0.19999999999999998,0.3333333333333333,0.3,0.3333333333333333,0.0,594.3333333333334
feed grain policy,3,0.0,0.0,0.0,0.0,0.0,79.66666666666667
child pornography legislation,3,0.16666666666666666,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.0,186.0
budget deficit projections,3,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,102.66666666666667
Meech Lake Accord ratification,3,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,124.66666666666667
House business and legislative agenda,3,0.6666666666666666,0.8333333333333334,0.16666666666666666,1.0,0.6666666666666666,197.33333333333334
Prime Minister's statements,3,0.5,0.75,0.25,1.0,0.3333333333333333,68.66666666666667
farm support payments,3,0.25,0.0,0.25,0.0,0.0,80.0
child poverty and government action,3,0.11666666666666665,0.25,0.19999999999999998,0.3333333333333333,0.0,542.6666666666666
dairy policy announcement,3,0.3333333333333333,0.75,0.4166666666666667,0.6666666666666666,0.0,85.33333333333333
Maritime Freight Rates Act,3,0.08333333333333333,0.16666666666666666,0.25,0.0,0.0,241.0
fight against inflation,3,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,80.0
Auditor General's report on financial management,3,0.25,0.0,0.25,0.0,0.0,1115.0
Prices and Incomes Commission,3,0.16666666666666666,0.4166666666666667,0.25,0.3333333333333333,0.0,78.0
foreign ownership of Canadian industry,3,0.25,0.0,0.25,0.0,0.0,772.6666666666666
Prices and Incomes Commission and inflation,3,0.08333333333333333,0.16666666666666666,0.25,0.0,0.0,185.0
admissibility of illegally obtained evidence,3,0.25,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.0,924.6666666666666
federal deficit and interest rates,3,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0,262.3333333333333
natural gas and gas liquids tax,3,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,202.0
northern Ontario economic development,3,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,116.33333333333333
notice of adjournment proceedings,3,0.8333333333333334,1.0,0.16666666666666666,1.0,1.0,65.0
amendment to bill,3,0.5833333333333334,1.0,0.4166666666666667,1.0,0.6666666666666666,76.66666666666667
Canada's role in nuclear disarmament,3,0.25,0.5,0.4166666666666667,0.3333333333333333,0.0,148.0
National Farm Products Marketing Council,3,0.19999999999999998,0.3333333333333333,0.3666666666666667,0.3333333333333333,0.0,336.6666666666667
official languages policy,3,0.2333333333333333,0.3333333333333333,0.2333333333333333,0.3333333333333333,0.0,1051.3333333333333
foreign investment review act,3,0.25,0.0,0.25,0.0,0.0,1176.3333333333333
Petroleum Administration Act and energy policy,3,0.19999999999999998,0.0,0.19999999999999998,0.0,0.0,1180.6666666666667
old age pensions and cost of living,3,0.25,0.0,0.25,0.0,0.0,234.33333333333334
indexing of personal income tax,3,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,302.6666666666667
old age security act amendment,3,0.25,0.25,0.0,0.3333333333333333,0.3333333333333333,474.6666666666667
old age security and guaranteed income supplement,3,0.0,0.25,0.25,0.3333333333333333,0.0,351.3333333333333
old age security means test,3,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,328.0
old age security pension eligibility,3,0.25,0.0,0.25,0.0,0.0,324.3333333333333
RCMP investigation into allegations,3,0.08333333333333333,0.5833333333333334,0.5,0.3333333333333333,0.0,88.66666666666667
grievance procedure,3,0.6666666666666666,0.75,0.25,0.6666666666666666,0.6666666666666666,103.0
Borrowing Authority Act,3,0.4166666666666667,0.75,0.3333333333333333,0.6666666666666666,0.3333333333333333,223.0
opposition to the GST,3,0.25,0.0,0.25,0.0,0.0,112.33333333333333
inflation and economic policy,3,0.25,0.0,0.25,0.0,0.0,351.6666666666667
Canada Elections Act amendments,3,0.25,0.5,0.4166666666666667,0.6666666666666666,0.0,1284.0
federal-provincial post-secondary education funding,3,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,167.0
inflation and government economic policy,3,0.25,0.25,0.3333333333333333,0.3333333333333333,0.0,631.6666666666666
order and procedure,3,1.0,1.0,0.0,1.0,1.0,98.0
order for return,3,0.75,0.8333333333333334,0.25,0.6666666666666666,1.0,83.66666666666667
government's fight against inflation,3,0.25,0.0,0.25,0.0,0.0,93.66666666666667
debate on amendments,3,0.75,1.0,0.25,1.0,1.0,88.66666666666667
government decentralization policy,3,0.03333333333333333,0.16666666666666666,0.19999999999999998,0.0,0.0,109.33333333333333
order of business agreement,3,0.75,0.9166666666666666,0.16666666666666666,1.0,1.0,85.66666666666667
government spending priorities,3,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,114.66666666666667
Canadian content in broadcasting,3,0.19999999999999998,0.0,0.19999999999999998,0.0,0.0,480.6666666666667
constitutional amending formula,3,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,1102.0
order of business for Monday,3,0.75,0.8333333333333334,0.25,0.6666666666666666,1.0,148.0
order of business for adjournment debate,3,0.8333333333333334,1.0,0.16666666666666666,1.0,1.0,80.33333333333333
government spending and unemployment,3,0.25,0.25,0.3333333333333333,0.3333333333333333,0.0,1220.6666666666667
immigration and refugee determination system,3,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,1272.3333333333333
interest rates,3,0.25,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,69.33333333333333
interest rates and economic recovery,3,0.11666666666666665,0.0,0.11666666666666665,0.0,0.0,273.6666666666667
Canada Pension Plan disability benefits,3,0.08333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.0,184.33333333333334
Canada's response to Iraq's invasion of Kuwait,3,0.25,0.08333333333333333,0.16666666666666666,0.0,0.0,1116.3333333333333
order of debate,3,0.8333333333333334,0.75,0.25,0.6666666666666666,1.0,67.0
division on a motion,3,1.0,0.5,0.5,0.0,1.0,138.33333333333334
Canadian economic performance and job creation,3,0.25,0.3333333333333333,0.25,0.3333333333333333,0.0,840.6666666666666
Canada-US auto trade agreement,3,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,137.33333333333334
orders of the day,3,0.8333333333333334,1.0,0.16666666666666666,1.0,1.0,83.0
parliamentary attendance,3,0.75,0.5833333333333334,0.16666666666666666,0.3333333333333333,1.0,59.333333333333336
correction to Hansard,3,0.75,0.75,0.16666666666666666,0.6666666666666666,1.0,70.66666666666667
interest rates and government deficit,3,0.25,0.0,0.25,0.0,0.0,175.33333333333334
parliamentary courtesy,3,0.75,0.6666666666666666,0.08333333333333333,0.6666666666666666,1.0,60.333333333333336
parliamentary debate on legislation,3,0.5833333333333334,0.8333333333333334,0.25,1.0,0.3333333333333333,179.33333333333334
Canada-US auto pact negotiations,3,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,124.0
government deficit reduction,3,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,149.0
interest rates and government responsibility,3,0.25,0.08333333333333333,0.16666666666666666,0.0,0.0,97.66666666666667
parliamentary integrity,3,0.75,0.75,0.16666666666666666,0.6666666666666666,1.0,77.0
Air Canada flight attendant suspension,3,0.25,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.0,430.3333333333333
parliamentary language ruling,3,0.8333333333333334,0.9166666666666666,0.08333333333333333,1.0,1.0,106.33333333333333
Senate messages on bills,3,0.75,1.0,0.25,1.0,1.0,146.33333333333334
parliamentary privilege and accusations,3,0.75,0.75,0.16666666666666666,0.6666666666666666,1.0,212.33333333333334
double taxation agreements,3,0.08333333333333333,0.6666666666666666,0.75,0.6666666666666666,0.0,68.0
Hibernia oil field development,3,0.08333333333333333,0.16666666666666666,0.25,0.0,0.0,144.66666666666666
Western Grain Stabilization Act,3,0.19999999999999998,0.0,0.19999999999999998,0.0,0.0,652.6666666666666
parliamentary procedure and debate tactics,3,0.75,0.6666666666666666,0.08333333333333333,0.6666666666666666,1.0,293.3333333333333
parliamentary procedure and government accountability,3,0.5833333333333334,0.5,0.4166666666666667,0.6666666666666666,0.3333333333333333,1529.3333333333333
parliamentary procedure and government action,3,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,263.6666666666667
parliamentary procedure and obstruction,3,0.75,0.9166666666666666,0.16666666666666666,1.0,1.0,281.0
parliamentary procedure and opposition tactics,3,0.75,0.75,0.0,1.0,1.0,534.0
government spending and job creation,3,0.25,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,105.33333333333333
parliamentary procedure and question period,3,0.6666666666666666,0.75,0.25,0.6666666666666666,0.6666666666666666,427.0
interest rates and inflation policy,3,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,636.3333333333334
Canada pension plan amendments,3,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,529.3333333333334
government spending and fiscal policy,3,0.25,0.0,0.25,0.0,0.0,531.3333333333334
government economic policy and unemployment,3,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,164.0
adjournment motion ruling,3,0.8333333333333334,0.9166666666666666,0.08333333333333333,1.0,1.0,267.3333333333333
parliamentary procedure on committee reports,3,0.6666666666666666,0.75,0.08333333333333333,1.0,0.6666666666666666,586.0
parliamentary procedure on motions,3,0.75,1.0,0.25,1.0,1.0,111.66666666666667
parliamentary procedure on questions,3,0.75,0.6666666666666666,0.25,0.3333333333333333,1.0,139.33333333333334
budget date announcement,3,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,85.66666666666667
parliamentary reform,3,0.3333333333333333,0.8333333333333334,0.5,1.0,0.0,108.0
parliamentary salaries and expense allowances,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,649.3333333333334
parliamentary secretaries answering questions,3,0.5833333333333334,0.75,0.16666666666666666,0.6666666666666666,0.3333333333333333,848.3333333333334
