topic,category,error
nomination of Mr. Macnaughton as Speaker,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
election of Speaker,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
provincial tax sharing,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
winter works incentive program,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
parliamentary consultation on nuclear warheads,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
Minister of Veterans Affairs misleading public,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
departmental documents review,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
court actions against government,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
control of drugs and food contamination,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
committee on fisheries,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
"fishery limits, railway policy, pensions, redistribution, parliamentary procedure",,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
parliamentary indecision and lack of leadership,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
establishment of department of industry,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
ministers of agriculture for east and west,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
Stanley Park sea wall grant,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
ministerial responsibility and constituency questions,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
Canada's NATO nuclear weapons commitments,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
negotiating international agreements,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
nuclear warheads for air division role,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
NATO disengagement and Soviet proposals,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
North American forestry commission meeting,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
notice of bond issues,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
election campaign irregularities in Magdalen Islands,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
questions on orders of the day,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
taxation and government savings,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
support for the Leader of the Opposition,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
economic performance and government programs,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
timber board layoffs and unemployment,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
unemployment and agriculture policy,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
new department of industry and economic planning,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
economic policy and industrial development,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
commonwealth and GATT trade negotiations,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
notice of question,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
printing of Hansard proceedings,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
point of order regarding Hansard access,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
question of privilege regarding Postmaster General's statement,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
parliamentary reform and confederation interpretation,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
order of business and government agenda,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
ministerial conduct in agriculture,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
export volume and profits for forest industry,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
new federal penitentiary site in Ontario,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
sugar price increase and supply,,"ParseError: expected 50 labels, got 49: [""Trade & Industry"", ""Agriculture & Natural Resources"", ""Agriculture & Natural Resources"", ""Social Policy"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliam"
provincial program applications,,"ParseError: expected 50 labels, got 49: [""Intergovernmental & Constitutional Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliamentary Affairs"", ""Agricultu"
air transport board regulation,,"ParseError: expected 50 labels, got 49: [""Intergovernmental & Constitutional Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliamentary Affairs"", ""Agricultu"
imputation contrary to house rules,,"ParseError: expected 50 labels, got 49: [""Intergovernmental & Constitutional Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Government Operations & Ethics"", ""Parliamentary Affairs"", ""Parliamentary Affairs"", ""Agricultu"
