topic,category,error
Air Canada pilot flying hours,Trade & Industry,
Air Canada pilot manning and safety,Trade & Industry,
Air Canada pre-eminence,Trade & Industry,
Air Canada president appointment,Government Operations & Ethics,
Air Canada president appointment and patronage,Government Operations & Ethics,
Air Canada president duties,Government Operations & Ethics,
Air Canada president learning of tax from press,Government Operations & Ethics,
Air Canada privatization,Trade & Industry,
Air Canada privatization Bill debate,Parliamentary Affairs,
Air Canada privatization and Winnipeg facilities,Trade & Industry,
Air Canada privatization and deregulation,Trade & Industry,
Air Canada privatization and deregulation concerns,Government Operations & Ethics,
Air Canada privatization and employee layoffs,Trade & Industry,
Air Canada privatization and financing,Trade & Industry,
Air Canada privatization and job creation,Trade & Industry,
Air Canada privatization and railway land grants,Trade & Industry,
Air Canada privatization and service to less populated areas,Trade & Industry,
Air Canada privatization and service to remote areas,Trade & Industry,
Air Canada privatization policy,Government Operations & Ethics,
Air Canada privatization share retention,Trade & Industry,
Air Canada privatization shares,Trade & Industry,
Air Canada privatization tactics,Government Operations & Ethics,
Air Canada profit and share sales,Trade & Industry,
Air Canada profit objective and impact on smaller communities,Trade & Industry,
Air Canada profitability and capital,Trade & Industry,
Air Canada profitability and service policy,Trade & Industry,
Air Canada purchase of supersonic aircraft,Trade & Industry,
Air Canada rapid air service improvements,Trade & Industry,
Air Canada recapitalization and fleet renewal,Trade & Industry,
Air Canada recapitalization and privatization,Trade & Industry,
Air Canada regional operations and costs,Trade & Industry,
Air Canada reorganization act amendments,Trade & Industry,
Air Canada reorganization bill amendments,Trade & Industry,
Air Canada representation and service to Edmonton,Trade & Industry,
Air Canada reservation telephone service,Trade & Industry,
Air Canada reservations offices in Regina and Saskatoon,Trade & Industry,
Air Canada reservations policy,Trade & Industry,
Air Canada route allocation,Trade & Industry,
Air Canada routes to Asia,Trade & Industry,
Air Canada runway safety intervention,Trade & Industry,
Air Canada safety measures,Trade & Industry,
Air Canada salaries and part-time work,Trade & Industry,
Air Canada sale to private interests,Trade & Industry,
Air Canada seat sale exclusion of Saskatchewan,Trade & Industry,
Air Canada security and employee back pay,Social Policy,
Air Canada security system negligence,Government Operations & Ethics,
Air Canada service and Canadian Transport Commission,Trade & Industry,
Air Canada service and customer complaints,Trade & Industry,
Air Canada service and maintenance standards,Trade & Industry,
Air Canada service between Halifax and Bermuda,Trade & Industry,
Air Canada service discontinuation in Stephenville,Trade & Industry,
Air Canada service in Atlantic Canada,Trade & Industry,
Air Canada service levels,Trade & Industry,
Air Canada service reductions in Alberta,Trade & Industry,
Air Canada service to Atlantic region,Trade & Industry,
Air Canada service to Canadian cities,Trade & Industry,
Air Canada service to Cape Breton,Trade & Industry,
Air Canada service to Edmonton,Trade & Industry,
Air Canada service to Saguenay,Trade & Industry,
Air Canada service to Stephenville,Trade & Industry,
Air Canada service to smaller communities,Trade & Industry,
Air Canada services in western Canada,Trade & Industry,
Air Canada servicing of airport expansion,Government Operations & Ethics,
Air Canada share control by minority shareholders,Trade & Industry,
Air Canada share ownership and control,Government Operations & Ethics,
Air Canada share ownership in private sector,Trade & Industry,
Air Canada share par value,Trade & Industry,
Air Canada share transfer,Trade & Industry,
Air Canada share transferability and recapitalization,Trade & Industry,
Air Canada share voting assurances,Trade & Industry,
Air Canada shares and government control,Trade & Industry,
Air Canada shares and government policy,Trade & Industry,
Air Canada shares and non-resident ownership,Trade & Industry,
Air Canada shares and private interests,Trade & Industry,
Air Canada shares transfer to private sector,Trade & Industry,
Air Canada shares transfer to public,Trade & Industry,
Air Canada shipments free of charge,Trade & Industry,
Air Canada short-hauls and Calgary airport management,Trade & Industry,
Air Canada shutdown due to strikes,Trade & Industry,
Air Canada stamp design and production,Government Operations & Ethics,
Air Canada stewardess hiring discrimination,"Justice, Rights & Immigration",
Air Canada stewardess language requirements,Social Policy,
Air Canada strike alternative transportation,Government Operations & Ethics,
Air Canada strike and CPA services,Economic & Fiscal Policy,
Air Canada strike and operations,Trade & Industry,
Air Canada strike conciliation board recommendation,Trade & Industry,
Air Canada strike mediation,Trade & Industry,
Air Canada strike settlement,Social Policy,
Air Canada structural changes and Edmonton airport,Trade & Industry,
Air Canada structure and accountability,Government Operations & Ethics,
Air Canada subsidies and service to communities,Trade & Industry,
Air Canada supersonic aircraft purchase,Trade & Industry,
Air Canada supersonic development vs domestic needs,Trade & Industry,
Air Canada supersonic transport financial viability,Trade & Industry,
Air Canada takeover of Nordair,Trade & Industry,
Air Canada ticket sales and financial reporting,Government Operations & Ethics,
Air Canada toll-free numbers for Nova Scotia,Government Operations & Ethics,
Air Canada training and operational procedures,Government Operations & Ethics,
Air Canada trans-Atlantic and domestic fares,Trade & Industry,
Air Canada trans-border route awards,Trade & Industry,
Air Canada transaction and PetroCan sale,Trade & Industry,
Air Canada transatlantic flights from Gander,Trade & Industry,
Air Canada voluntary measures and international regulations,Trade & Industry,
Air Canada vs Northwest Orient Airlines spending,Trade & Industry,
Air Canada wage settlement and inflation,Economic & Fiscal Policy,
Air Canada wine shipment,Trade & Industry,
Air Canada winter schedule review,Trade & Industry,
Air Canada's business principles and performance,Trade & Industry,
Air Canada's performance and contribution,Trade & Industry,
"Air Canada, Petro-Canada, Radiochemical Company review",Government Operations & Ethics,
Air Chief Marshal Miller on defence organization,Foreign Affairs & Defence,
Air Chief Marshal Miller's experience and role,Foreign Affairs & Defence,
Air Command Headquarters study,Foreign Affairs & Defence,
Air Ontario crash at Dryden,Parliamentary Affairs,
Air Ontario crash inquiry report,Trade & Industry,
Air Safety Board and western rail initiative,Government Operations & Ethics,
Air Transport Board amendments,Trade & Industry,
Air-India Flight 182 bombing investigation,"Justice, Rights & Immigration",
Air-India Flight 182 tragedy,Foreign Affairs & Defence,
Air-India baggage screening procedures,Foreign Affairs & Defence,
Air-India baggage security procedures,"Justice, Rights & Immigration",
Air-India bombing wiretap evidence,"Justice, Rights & Immigration",
Air-India crash and Sikh community suspicion,Foreign Affairs & Defence,
Air-India crash criminal investigation status,"Justice, Rights & Immigration",
Air-India flight 182 investigation,Foreign Affairs & Defence,
Air-India flight security,Foreign Affairs & Defence,
Air-India security measures,Foreign Affairs & Defence,
Airbus Industrie dealings and accountability,Government Operations & Ethics,
Airbus Industries A-320 plant proposal,Trade & Industry,
Airbus deal and its economic effects,Trade & Industry,
Airbus subsidies and competition impact,Trade & Industry,
Airport Services and Mirabel transfer,Trade & Industry,
Airport Transfer Act,Intergovernmental & Constitutional Affairs,
Al-Mashat affair and government integrity,Government Operations & Ethics,
Al-Mashat affair ministerial responsibility,Government Operations & Ethics,
Al-Mashat affair revelations,Government Operations & Ethics,
Al-Mashat case immigration and public trust,"Justice, Rights & Immigration",
Al-Mashat case intelligence and danger assessment,Government Operations & Ethics,
Al-Mashat inquiry,Government Operations & Ethics,
Al-Mashat's visit to Canada,Government Operations & Ethics,
Alachlor carcinogen and environmental protection,Agriculture & Natural Resources,
Alameda and Rafferty Dam construction agreement,Agriculture & Natural Resources,
Alameda dam project contracts,Agriculture & Natural Resources,
Alaska Gas Pipeline statement and letter,Agriculture & Natural Resources,
Alaska Highway Pipeline System,Agriculture & Natural Resources,
Alaska Highway gas pipeline jobs,Trade & Industry,
Alaska Highway gas pipeline pipe size,Agriculture & Natural Resources,
Alaska Highway paving and Maine highway funding,Trade & Industry,
Alaska Highway paving cost sharing,Indigenous & Northern Affairs,
Alaska Highway pipeline financing risks,Agriculture & Natural Resources,
Alaska Highway pipeline project,Agriculture & Natural Resources,
Alaska Panhandle access study,Trade & Industry,
Alaska gas pipeline agreement with British Columbia,Agriculture & Natural Resources,
Alaska gas pipeline and government,Agriculture & Natural Resources,
Alaska gas pipeline construction schedule,Agriculture & Natural Resources,
Alaska gas pipeline pre-build project,Agriculture & Natural Resources,
Alaska gas pipeline project delay,Agriculture & Natural Resources,
Alaska highway and Maritime Provinces route discussions,Trade & Industry,
Alaska highway and Taku river development,Intergovernmental & Constitutional Affairs,
Alaska highway construction and cost,Trade & Industry,
Alaska highway development and economic impact,Trade & Industry,
Alaska highway gas pipeline,Agriculture & Natural Resources,
