topic,category,error
Andrei Sakharov's treatment and family contact,Foreign Affairs & Defence,
Anglican Dean in Johannesburg,Foreign Affairs & Defence,
Anglo-Canadian ministerial committee,Intergovernmental & Constitutional Affairs,
Angola South Africa military occupation,Foreign Affairs & Defence,
Angola fighting and safety of Canadians,Foreign Affairs & Defence,
Angolan delegation reception at Parliament,Foreign Affairs & Defence,
Angolan refugee applications,"Justice, Rights & Immigration",
Anik C satellite contract for Canadian industry,Trade & Industry,
Animal Contagious Diseases Act amendments,Agriculture & Natural Resources,
Animal Contagious Diseases Act compensation,Agriculture & Natural Resources,
Animal Pedigree Act revisions,Agriculture & Natural Resources,
Ankara subway system rail car construction,Trade & Industry,
Annual Vacations Act,,missing topic_id: item_0004
Annual Vacations Act and government spending,Social Policy,
Anti-Dumping Tribunal chairman's conflict of interest,Government Operations & Ethics,
Anti-Inflation Act,Economic & Fiscal Policy,
Anti-Inflation Act amendment procedure,Parliamentary Affairs,
Anti-Inflation Act amendments and revenue sharing,Economic & Fiscal Policy,
Anti-Inflation Act and its administration,Economic & Fiscal Policy,
Anti-Inflation Act and its impact on wages and profits,Economic & Fiscal Policy,
Anti-Inflation Act and northern living costs,Economic & Fiscal Policy,
Anti-Inflation Act and teacher salary settlements,Economic & Fiscal Policy,
Anti-Inflation Act appeal procedure,Parliamentary Affairs,
Anti-Inflation Act bureaucracy and individual rights,Economic & Fiscal Policy,
Anti-Inflation Act housing proposals,Economic & Fiscal Policy,
Anti-Inflation Act interest rates and housing,Economic & Fiscal Policy,
Anti-Inflation Act rent controls,Economic & Fiscal Policy,
Anti-Inflation Appeal Tribunal,Economic & Fiscal Policy,
Anti-Inflation Board Christmas bonus ruling,Economic & Fiscal Policy,
Anti-Inflation Board Executive Director position,Economic & Fiscal Policy,
Anti-Inflation Board agreement expiration,Economic & Fiscal Policy,
Anti-Inflation Board and Olympic Games price increases,Economic & Fiscal Policy,
Anti-Inflation Board and collective bargaining,Economic & Fiscal Policy,
Anti-Inflation Board appeal rights,Economic & Fiscal Policy,
Anti-Inflation Board bread delivery decision,Economic & Fiscal Policy,
Anti-Inflation Board communications,Economic & Fiscal Policy,
Anti-Inflation Board company guideline violations,Economic & Fiscal Policy,
Anti-Inflation Board consumer complaints,Economic & Fiscal Policy,
Anti-Inflation Board contracts,Economic & Fiscal Policy,
Anti-Inflation Board employment and premises,Economic & Fiscal Policy,
Anti-Inflation Board executive compensation,Economic & Fiscal Policy,
Anti-Inflation Board investigation of Loblaws pricing,Economic & Fiscal Policy,
Anti-Inflation Board jurisdiction in territories,Economic & Fiscal Policy,
Anti-Inflation Board jurisdiction over postal employees,Parliamentary Affairs,
Anti-Inflation Board monitoring agency,Economic & Fiscal Policy,
Anti-Inflation Board monitoring marketing boards,Economic & Fiscal Policy,
Anti-Inflation Board operations and costs,Economic & Fiscal Policy,
Anti-Inflation Board operations and difficulties,Economic & Fiscal Policy,
Anti-Inflation Board price controls,Economic & Fiscal Policy,
Anti-Inflation Board provisions,Economic & Fiscal Policy,
Anti-Inflation Board reference,Economic & Fiscal Policy,
Anti-Inflation Board regional offices in Quebec,Government Operations & Ethics,
Anti-Inflation Board regulations,Economic & Fiscal Policy,
Anti-Inflation Board review of port settlements,Economic & Fiscal Policy,
Anti-Inflation Board right of appeal,Economic & Fiscal Policy,
Anti-Inflation Board ruling on steelworkers,Economic & Fiscal Policy,
Anti-Inflation Board ruling on uranium mine workers,Economic & Fiscal Policy,
Anti-Inflation Board rulings on pay increases,Economic & Fiscal Policy,
Anti-Inflation Board salary guidelines,Economic & Fiscal Policy,
Anti-Inflation Board salary rollback,Economic & Fiscal Policy,
Anti-Inflation Board settlement appeals,Economic & Fiscal Policy,
Anti-Inflation Board staffing levels,Economic & Fiscal Policy,
Anti-Inflation Board travel expenses,Economic & Fiscal Policy,
Anti-Inflation Board wage agreement processing,Economic & Fiscal Policy,
Anti-Inflation Board wage controls,Economic & Fiscal Policy,
Anti-Inflation Board wage guidelines,Economic & Fiscal Policy,
Anti-Inflation Board wage restraint policy,Economic & Fiscal Policy,
Anti-Inflation Board wage rollback,Economic & Fiscal Policy,
Anti-Inflation Board wage settlements,Economic & Fiscal Policy,
Anti-Inflation Program and economic policy,Economic & Fiscal Policy,
Anti-Inflation Program and provincial economic policies,Economic & Fiscal Policy,
Applebaum-Hebert cultural policy consultation,Government Operations & Ethics,
Arab boycott clause policy,Trade & Industry,
Arab boycott clause review,Trade & Industry,
Arab oil embargo impact on shortfall estimate,Agriculture & Natural Resources,
Arab-Israeli War and Israel's right to exist,Foreign Affairs & Defence,
Archives of Canada Act criteria for record acquisition,Government Operations & Ethics,
Archives of Canada Act modernization,Government Operations & Ethics,
Arctic Bay annual resupply disruption,Agriculture & Natural Resources,
Arctic Co-operatives Limited funding,Indigenous & Northern Affairs,
Arctic Fisheries joint venture funding,Agriculture & Natural Resources,
Arctic National Wildlife Refuge exploitation,Agriculture & Natural Resources,
Arctic Waters Advisory Committee terms of reference,Agriculture & Natural Resources,
Arctic Waters Pollution Prevention Bill,Agriculture & Natural Resources,
Arctic Winter Games,Foreign Affairs & Defence,
Arctic air safety regulations,Trade & Industry,
Arctic and Northern Scout Jamboree travel grant,Indigenous & Northern Affairs,
Arctic cargo hauling contracts qualification requirements,Trade & Industry,
Arctic cargo water transport contracts,Trade & Industry,
Arctic conservation and land use policy,Agriculture & Natural Resources,
Arctic development and conservation,Indigenous & Northern Affairs,
Arctic environment oil pollution,Agriculture & Natural Resources,
Arctic exploration and northern land regulations,Indigenous & Northern Affairs,
Arctic exploration loan terms,Agriculture & Natural Resources,
Arctic gas field discovery,Agriculture & Natural Resources,
Arctic gas pipeline and rail study,Agriculture & Natural Resources,
Arctic highway development and transportation,Agriculture & Natural Resources,
Arctic navigation and communication systems,Agriculture & Natural Resources,
Arctic navigation international rules,Foreign Affairs & Defence,
Arctic oil and gas exploration moratorium,Agriculture & Natural Resources,
Arctic oil and gas pipeline development,Agriculture & Natural Resources,
Arctic oil barge sinking and spill response,Agriculture & Natural Resources,
Arctic oil discovery,Agriculture & Natural Resources,
Arctic oil exploration and production,Agriculture & Natural Resources,
Arctic oil exploration funding for Dome Petroleum,Agriculture & Natural Resources,
Arctic oil pipeline,Agriculture & Natural Resources,
Arctic oil pollution research funding,Agriculture & Natural Resources,
Arctic oil tanker safety,Agriculture & Natural Resources,
Arctic oil tanker shipment policy,Agriculture & Natural Resources,
Arctic pipeline National Energy Board decision,Agriculture & Natural Resources,
Arctic policy consultation,Indigenous & Northern Affairs,
Arctic pollution from southern sources,Agriculture & Natural Resources,
Arctic research by Canada,Foreign Affairs & Defence,
Arctic shipping contracts,Trade & Industry,
Arctic shipping season,Agriculture & Natural Resources,
Arctic sovereignty,Foreign Affairs & Defence,
Arctic sovereignty and aboriginal title,Indigenous & Northern Affairs,
Arctic sovereignty and defence spending studies,Foreign Affairs & Defence,
Arctic sovereignty and landing fees,Foreign Affairs & Defence,
Arctic sovereignty and maritime pollution,Intergovernmental & Constitutional Affairs,
Arctic sovereignty and offshore limits,Intergovernmental & Constitutional Affairs,
Arctic sovereignty discussions with US,Foreign Affairs & Defence,
Arctic transportation policy,Agriculture & Natural Resources,
Arctic waters jurisdiction,Intergovernmental & Constitutional Affairs,
Arctic waters passage discussions with US,Foreign Affairs & Defence,
Arctic waters pollution and sovereignty claims,Intergovernmental & Constitutional Affairs,
Arctic waters pollution prevention and sovereignty,Intergovernmental & Constitutional Affairs,
Arctic waters sovereignty definition,Intergovernmental & Constitutional Affairs,
Area Development Incentives Act payments,Economic & Fiscal Policy,
Argentia ferry service consultation,Trade & Industry,
Argentia installation closure,Foreign Affairs & Defence,
Argentia naval base phase-down,Foreign Affairs & Defence,
Argentia task force chairman confidence vote,Government Operations & Ethics,
Argentina contract discussion,Trade & Industry,
Argentina nuclear reactor contract,Foreign Affairs & Defence,
Argentina nuclear reactor sale agreement,Foreign Affairs & Defence,
Argentina-Canada safeguards agreement,Foreign Affairs & Defence,
Armed Forces Headquarters building in Yellowknife,Foreign Affairs & Defence,
Armed Forces communication with Parliament,Foreign Affairs & Defence,
Armed Forces conduct and regulations,Foreign Affairs & Defence,
Armed Forces early retirement changes,Foreign Affairs & Defence,
Armed Forces legislation,Foreign Affairs & Defence,
Armed Forces pay and equipment,Foreign Affairs & Defence,
Armed Forces reserves training funds,Foreign Affairs & Defence,
Armed Forces short-term enlistment program,Foreign Affairs & Defence,
Armed Forces stay in Quebec costs,Foreign Affairs & Defence,
Armenia blockade by Azerbaijan,Foreign Affairs & Defence,
Armenian community remembrance day,Foreign Affairs & Defence,
Armenian earthquake relief funding,Foreign Affairs & Defence,
Armenian genocide commemoration,Foreign Affairs & Defence,
Armenian genocide remembrance motion amendment,"Justice, Rights & Immigration",
Armenian independence and immigration,"Justice, Rights & Immigration",
Armenian independence day,Foreign Affairs & Defence,
Armenian independence representations,Foreign Affairs & Defence,
Armenian representation at United Nations,Foreign Affairs & Defence,
Army Benevolent Fund Act amendment,Social Policy,
Army Benevolent Fund Act suicide provisions,Social Policy,
